committee,id,place_name,jew,pal,coop,cluster,place_id,box,bloc,elligible,voters,illegal,legal,AMT,B,G,D,WM,T,KN,L,MHL,MRC,AM,PH,SS,others,prop_voters,p_AMT,p_B,p_G,p_D,p_WM,p_T,p_KN,p_L,p_MHL,p_MRC,p_AM,p_PH,p_SS,p_others
5,2194,NOP HGLIL,1,1,0,2,1061,22,19,554,205,9,196,0,0,2,8,15,15,13,47,73,2,2,11,5,3,0.353790614,0,0,0.010204082,0.040816327,0.076530612,0.076530612,0.066326531,0.239795918,0.37244898,0.010204082,0.010204082,0.056122449,0.025510204,0.015306122
5,2198,NOP HGLIL,1,1,0,2,1061,26,19,534,270,2,268,4,1,1,7,18,20,15,64,91,5,1,29,6,6,0.501872659,0.014925373,0.003731343,0.003731343,0.026119403,0.067164179,0.074626866,0.055970149,0.23880597,0.339552239,0.018656716,0.003731343,0.108208955,0.02238806,0.02238806
5,2199,NOP HGLIL,1,1,0,2,1061,27,19,613,282,8,274,4,0,2,8,23,30,11,50,103,0,7,30,3,3,0.446982055,0.01459854,0,0.00729927,0.02919708,0.083941606,0.109489051,0.040145985,0.182481752,0.375912409,0,0.025547445,0.109489051,0.010948905,0.010948905
5,2180,NOP HGLIL,1,1,0,2,1061,10,38,692,359,1,358,5,1,12,34,105,12,10,45,74,6,9,29,10,6,0.51734104,0.01396648,0.002793296,0.033519553,0.094972067,0.293296089,0.033519553,0.027932961,0.125698324,0.206703911,0.016759777,0.025139665,0.081005587,0.027932961,0.016759777
5,2181,NOP HGLIL,1,1,0,2,1061,11,38,665,360,9,351,2,3,3,32,59,36,9,34,103,12,10,28,17,3,0.527819549,0.005698006,0.008547009,0.008547009,0.091168091,0.168091168,0.102564103,0.025641026,0.096866097,0.293447293,0.034188034,0.028490028,0.07977208,0.048433048,0.008547009
5,2172,NOP HGLIL,1,1,0,2,1061,5.1,77,366,227,2,225,7,0,0,68,110,0,1,2,15,7,1,12,0,2,0.614754098,0.031111111,0,0,0.302222222,0.488888889,0,0.004444444,0.008888889,0.066666667,0.031111111,0.004444444,0.053333333,0,0.008888889
5,2173,NOP HGLIL,1,1,0,2,1061,5.2,77,365,210,7,203,1,0,0,55,91,1,2,1,17,4,21,3,1,6,0.556164384,0.004926108,0,0,0.270935961,0.448275862,0.004926108,0.009852217,0.004926108,0.083743842,0.019704433,0.103448276,0.014778325,0.004926108,0.02955665
5,2195,NOP HGLIL,1,1,0,2,1061,23,22,577,253,5,248,2,1,4,1,22,12,3,64,103,1,2,23,2,8,0.429809359,0.008064516,0.004032258,0.016129032,0.004032258,0.088709677,0.048387097,0.012096774,0.258064516,0.415322581,0.004032258,0.008064516,0.092741935,0.008064516,0.032258065
5,2219,NOP HGLIL,1,1,0,2,1061,48,22,409,166,3,163,5,0,0,4,11,14,8,32,72,3,6,8,0,0,0.398533007,0.030674847,0,0,0.024539877,0.067484663,0.085889571,0.049079755,0.196319018,0.441717791,0.018404908,0.036809816,0.049079755,0,0
5,2206,NOP HGLIL,1,1,0,2,1061,34,62,422,212,4,208,3,0,2,6,11,21,5,30,101,3,1,16,4,5,0.492890995,0.014423077,0,0.009615385,0.028846154,0.052884615,0.100961538,0.024038462,0.144230769,0.485576923,0.014423077,0.004807692,0.076923077,0.019230769,0.024038462
5,2204,NOP HGLIL,1,1,0,2,1061,31,63,396,200,3,197,1,0,0,5,5,18,8,43,63,2,1,35,14,2,0.497474747,0.005076142,0,0,0.025380711,0.025380711,0.091370558,0.040609137,0.218274112,0.319796954,0.010152284,0.005076142,0.177664975,0.07106599,0.010152284
5,2196,NOP HGLIL,1,1,0,2,1061,25.1,23,387,179,1,178,3,0,0,20,25,19,5,15,59,0,5,17,7,3,0.45994832,0.016853933,0,0,0.112359551,0.140449438,0.106741573,0.028089888,0.084269663,0.331460674,0,0.028089888,0.095505618,0.039325843,0.016853933
5,2197,NOP HGLIL,1,1,0,2,1061,25.2,23,386,209,3,206,0,0,2,15,34,33,5,23,49,5,11,20,7,2,0.533678756,0,0,0.009708738,0.072815534,0.165048544,0.160194175,0.024271845,0.111650485,0.237864078,0.024271845,0.053398058,0.097087379,0.033980583,0.009708738
3,1437,QXT,1,0,0,2,4006,1,1,442,329,0,329,0,33,2,0,0,242,4,1,28,1,0,1,9,8,0.744343891,0,0.100303951,0.006079027,0,0,0.73556231,0.012158055,0.003039514,0.085106383,0.003039514,0,0.003039514,0.027355623,0.024316109
20,11346,RAS ALEIN,0,1,0,2,1334,1,1,288,200,3,197,1,0,0,16,39,0,1,0,10,12,105,8,2,3,0.684027778,0.005076142,0,0,0.081218274,0.197969543,0,0.005076142,0,0.050761421,0.060913706,0.532994924,0.040609137,0.010152284,0.015228426
13,6414,RJOBOT,1,0,0,2,8400,48.1,19,658,485,0,485,3,2,58,1,1,97,16,18,84,1,0,13,187,4,0.737082067,0.006185567,0.004123711,0.119587629,0.002061856,0.002061856,0.2,0.032989691,0.037113402,0.173195876,0.002061856,0,0.026804124,0.38556701,0.008247423
13,6415,RJOBOT,1,0,0,2,8400,48.2,19,658,454,1,453,4,3,59,0,0,126,21,17,75,1,0,42,97,8,0.688449848,0.008830022,0.006622517,0.130242826,0,0,0.278145695,0.046357616,0.037527594,0.165562914,0.002207506,0,0.092715232,0.214128035,0.017660044
13,6416,RJOBOT,1,0,0,2,8400,48.3,19,658,452,4,448,0,8,87,0,0,109,13,14,76,2,0,22,112,5,0.680851064,0,0.017857143,0.194196429,0,0,0.243303571,0.029017857,0.03125,0.169642857,0.004464286,0,0.049107143,0.25,0.011160714
13,6417,RJOBOT,1,0,0,2,8400,48.4,19,658,487,3,484,3,2,44,0,0,119,13,17,106,1,1,19,153,6,0.73556231,0.006198347,0.004132231,0.090909091,0,0,0.245867769,0.026859504,0.035123967,0.219008264,0.002066116,0.002066116,0.039256198,0.316115702,0.012396694
13,6418,RJOBOT,1,0,0,2,8400,48.5,19,658,440,2,438,4,7,73,0,0,92,16,14,87,5,0,20,113,7,0.665653495,0.00913242,0.015981735,0.166666667,0,0,0.210045662,0.03652968,0.03196347,0.198630137,0.011415525,0,0.0456621,0.257990868,0.015981735
13,6419,RJOBOT,1,0,0,2,8400,48.6,19,658,485,2,483,3,8,77,0,0,115,17,21,81,1,0,23,135,2,0.734042553,0.00621118,0.016563147,0.15942029,0,0,0.238095238,0.035196687,0.043478261,0.167701863,0.002070393,0,0.047619048,0.279503106,0.004140787
13,6420,RJOBOT,1,0,0,2,8400,48.7,19,658,432,4,428,5,7,99,0,0,101,10,39,69,1,0,30,65,2,0.650455927,0.011682243,0.01635514,0.231308411,0,0,0.235981308,0.023364486,0.091121495,0.161214953,0.002336449,0,0.070093458,0.151869159,0.004672897
13,6421,RJOBOT,1,0,0,2,8400,48.8,19,653,459,3,456,4,4,96,1,0,98,12,17,83,1,0,35,101,4,0.698315467,0.00877193,0.00877193,0.210526316,0.002192982,0,0.214912281,0.026315789,0.037280702,0.182017544,0.002192982,0,0.076754386,0.221491228,0.00877193
13,6497,RJOBOT,1,0,0,2,8400,4.1,22,568,314,3,311,4,0,1,2,1,41,33,6,158,1,0,13,45,6,0.547535211,0.012861736,0,0.003215434,0.006430868,0.003215434,0.131832797,0.106109325,0.019292605,0.508038585,0.003215434,0,0.041800643,0.144694534,0.019292605
13,6498,RJOBOT,1,0,0,2,8400,4.2,22,568,285,4,281,3,1,2,0,0,30,42,11,109,2,1,20,49,11,0.49471831,0.010676157,0.003558719,0.007117438,0,0,0.106761566,0.149466192,0.039145907,0.387900356,0.007117438,0.003558719,0.071174377,0.174377224,0.039145907
13,6499,RJOBOT,1,0,0,2,8400,4.3,22,568,321,6,315,1,1,1,0,0,56,33,5,161,4,0,9,36,8,0.554577465,0.003174603,0.003174603,0.003174603,0,0,0.177777778,0.104761905,0.015873016,0.511111111,0.012698413,0,0.028571429,0.114285714,0.025396825
13,6500,RJOBOT,1,0,0,2,8400,4.4,22,568,315,5,310,5,0,5,1,0,57,18,10,153,3,0,8,45,5,0.545774648,0.016129032,0,0.016129032,0.003225806,0,0.183870968,0.058064516,0.032258065,0.493548387,0.009677419,0,0.025806452,0.14516129,0.016129032
13,6501,RJOBOT,1,0,0,2,8400,4.5,22,567,293,2,291,5,1,1,1,0,39,25,16,125,3,0,28,36,11,0.513227513,0.017182131,0.003436426,0.003436426,0.003436426,0,0.134020619,0.085910653,0.054982818,0.429553265,0.010309278,0,0.096219931,0.12371134,0.037800687
13,6504,RJOBOT,1,0,0,2,8400,15.1,4,603,347,3,344,5,2,0,0,1,50,47,10,145,4,0,21,50,9,0.570480929,0.014534884,0.005813953,0,0,0.002906977,0.145348837,0.136627907,0.029069767,0.421511628,0.011627907,0,0.061046512,0.145348837,0.026162791
13,6505,RJOBOT,1,0,0,2,8400,15.2,4,603,308,5,303,5,0,3,0,1,40,39,15,129,5,1,19,43,3,0.502487562,0.01650165,0,0.00990099,0,0.00330033,0.132013201,0.128712871,0.04950495,0.425742574,0.01650165,0.00330033,0.062706271,0.141914191,0.00990099
13,6506,RJOBOT,1,0,0,2,8400,15.3,4,603,371,1,370,6,1,2,0,1,61,33,12,168,2,1,22,52,9,0.613598673,0.016216216,0.002702703,0.005405405,0,0.002702703,0.164864865,0.089189189,0.032432432,0.454054054,0.005405405,0.002702703,0.059459459,0.140540541,0.024324324
13,6507,RJOBOT,1,0,0,2,8400,15.4,4,602,338,0,338,5,1,4,0,1,53,27,11,149,4,0,38,39,6,0.561461794,0.014792899,0.00295858,0.01183432,0,0.00295858,0.156804734,0.079881657,0.032544379,0.440828402,0.01183432,0,0.112426036,0.115384615,0.017751479
8,3550,RMT IOJNN,1,0,1,2,178,1,1,461,295,1,294,78,2,0,0,0,11,50,5,18,23,0,102,1,4,0.637744035,0.265306122,0.006802721,0,0,0,0.037414966,0.170068027,0.017006803,0.06122449,0.078231293,0,0.346938776,0.003401361,0.013605442
8,3551,RMT IOJNN,1,0,1,2,178,2,1,401,289,1,288,70,4,0,0,1,9,45,10,17,27,0,102,0,3,0.718204489,0.243055556,0.013888889,0,0,0.003472222,0.03125,0.15625,0.034722222,0.059027778,0.09375,0,0.354166667,0,0.010416667
18,10426,SMR,1,0,1,2,1156,1,1,239,126,0,126,13,0,0,1,2,1,6,0,2,55,0,35,0,11,0.527196653,0.103174603,0,0,0.007936508,0.015873016,0.007936508,0.047619048,0,0.015873016,0.436507937,0,0.277777778,0,0.087301587
5,1784,SOLM,0,1,0,2,526,3.1,1,534,259,3,256,0,0,1,42,54,1,4,0,2,18,130,1,1,2,0.479400749,0,0,0.00390625,0.1640625,0.2109375,0.00390625,0.015625,0,0.0078125,0.0703125,0.5078125,0.00390625,0.00390625,0.0078125
5,1785,SOLM,0,1,0,2,526,3.2,1,534,312,3,309,1,0,0,80,84,1,4,0,2,5,126,3,0,3,0.578651685,0.003236246,0,0,0.258899676,0.27184466,0.003236246,0.012944984,0,0.006472492,0.01618123,0.40776699,0.009708738,0,0.009708738
5,1786,SOLM,0,1,0,2,526,3.3,1,534,292,2,290,2,0,0,62,71,0,5,1,1,12,124,9,1,2,0.543071161,0.006896552,0,0,0.213793103,0.244827586,0,0.017241379,0.003448276,0.003448276,0.04137931,0.427586207,0.031034483,0.003448276,0.006896552
5,1787,SOLM,0,1,0,2,526,3.4,1,534,274,0,274,1,0,0,60,56,0,0,2,3,17,131,1,0,3,0.513108614,0.003649635,0,0,0.218978102,0.204379562,0,0,0.00729927,0.010948905,0.062043796,0.47810219,0.003649635,0,0.010948905
4,1466,TBRIH,1,0,0,2,6700,33,7,488,333,1,332,2,0,14,0,0,54,14,4,164,0,0,10,66,4,0.680327869,0.006024096,0,0.042168675,0,0,0.162650602,0.042168675,0.012048193,0.493975904,0,0,0.030120482,0.198795181,0.012048193
4,1457,TBRIH,1,0,0,2,6700,23,33,406,211,0,211,2,3,5,1,0,23,9,18,108,3,0,22,13,4,0.519704433,0.009478673,0.014218009,0.023696682,0.004739336,0,0.109004739,0.042654028,0.085308057,0.511848341,0.014218009,0,0.104265403,0.061611374,0.018957346
4,1460,TBRIH,1,0,0,2,6700,29,33,499,275,2,273,3,5,7,1,0,28,7,49,124,1,1,28,17,2,0.547094188,0.010989011,0.018315018,0.025641026,0.003663004,0,0.102564103,0.025641026,0.179487179,0.454212454,0.003663004,0.003663004,0.102564103,0.062271062,0.007326007
4,1496,TBRIH,1,0,0,2,6700,55,33,374,186,1,185,3,1,1,0,0,8,3,53,71,2,0,18,21,4,0.494652406,0.016216216,0.005405405,0.005405405,0,0,0.043243243,0.016216216,0.286486486,0.383783784,0.010810811,0,0.097297297,0.113513514,0.021621622
4,1465,TBRIH,1,0,0,2,6700,32,23,570,368,0,368,0,0,11,0,0,68,21,4,193,1,2,13,49,6,0.645614035,0,0,0.029891304,0,0,0.184782609,0.057065217,0.010869565,0.524456522,0.002717391,0.005434783,0.035326087,0.133152174,0.016304348
4,1488,TBRIH,1,0,0,2,6700,52.1,5,578,357,0,357,3,4,4,0,0,57,26,11,186,2,0,23,35,6,0.617647059,0.008403361,0.011204482,0.011204482,0,0,0.159663866,0.072829132,0.030812325,0.521008403,0.005602241,0,0.06442577,0.098039216,0.016806723
4,1489,TBRIH,1,0,0,2,6700,52.2,5,578,348,3,345,2,4,5,0,0,45,37,29,164,1,0,31,22,5,0.596885813,0.005797101,0.011594203,0.014492754,0,0,0.130434783,0.107246377,0.084057971,0.475362319,0.002898551,0,0.089855072,0.063768116,0.014492754
4,1490,TBRIH,1,0,0,2,6700,52.3,5,578,350,2,348,3,3,8,0,1,60,24,5,164,4,1,30,42,3,0.602076125,0.00862069,0.00862069,0.022988506,0,0.002873563,0.172413793,0.068965517,0.014367816,0.471264368,0.011494253,0.002873563,0.086206897,0.120689655,0.00862069
4,1491,TBRIH,1,0,0,2,6700,52.4,5,578,344,1,343,0,1,2,0,2,45,40,18,177,1,1,24,30,2,0.593425606,0,0.002915452,0.005830904,0,0.005830904,0.131195335,0.116618076,0.052478134,0.516034985,0.002915452,0.002915452,0.069970845,0.087463557,0.005830904
4,1492,TBRIH,1,0,0,2,6700,52.5,5,578,335,3,332,3,5,8,0,0,49,30,34,138,1,0,38,19,7,0.574394464,0.009036145,0.015060241,0.024096386,0,0,0.147590361,0.090361446,0.102409639,0.415662651,0.003012048,0,0.114457831,0.057228916,0.021084337
4,1468,TBRIH,1,0,0,2,6700,35,32,643,416,1,415,1,0,141,0,0,34,3,16,127,0,0,10,82,1,0.645412131,0.002409639,0,0.339759036,0,0,0.081927711,0.007228916,0.038554217,0.306024096,0,0,0.024096386,0.197590361,0.002409639
4,1470,TBRIH,1,0,0,2,6700,37,32,548,318,2,316,1,1,29,0,0,29,7,13,138,0,0,4,93,1,0.576642336,0.003164557,0.003164557,0.091772152,0,0,0.091772152,0.022151899,0.041139241,0.436708861,0,0,0.012658228,0.294303797,0.003164557
4,1456,TBRIH,1,0,0,2,6700,20,38,426,206,1,205,1,0,8,0,0,30,7,3,95,1,0,6,53,1,0.481220657,0.004878049,0,0.03902439,0,0,0.146341463,0.034146341,0.014634146,0.463414634,0.004878049,0,0.029268293,0.258536585,0.004878049
4,1440,TBRIH,1,0,0,2,6700,3.1,2,673,460,3,457,2,1,42,0,0,49,13,9,92,1,0,24,222,2,0.679049034,0.004376368,0.002188184,0.09190372,0,0,0.107221007,0.028446389,0.019693654,0.20131291,0.002188184,0,0.052516411,0.485776805,0.004376368
4,1441,TBRIH,1,0,0,2,6700,3.2,2,673,406,3,403,2,2,61,0,1,47,11,14,77,0,1,18,166,3,0.598811293,0.004962779,0.004962779,0.151364764,0,0.00248139,0.11662531,0.027295285,0.034739454,0.191066998,0,0.00248139,0.044665012,0.41191067,0.007444169
4,1442,TBRIH,1,0,0,2,6700,3.3,2,673,452,0,452,1,4,64,0,0,38,18,0,81,1,0,18,227,0,0.671619614,0.002212389,0.008849558,0.14159292,0,0,0.084070796,0.039823009,0,0.17920354,0.002212389,0,0.039823009,0.502212389,0
4,1443,TBRIH,1,0,0,2,6700,3.4,2,673,419,2,417,3,2,32,0,0,63,16,9,84,1,0,13,186,8,0.61961367,0.007194245,0.004796163,0.076738609,0,0,0.151079137,0.038369305,0.021582734,0.201438849,0.002398082,0,0.03117506,0.446043165,0.019184652
4,1444,TBRIH,1,0,0,2,6700,3.5,2,673,415,0,415,3,2,54,0,0,53,20,8,108,1,2,27,133,4,0.616641902,0.007228916,0.004819277,0.130120482,0,0,0.127710843,0.048192771,0.019277108,0.260240964,0.002409639,0.004819277,0.065060241,0.320481928,0.009638554
3,1321,TOBAZNGRIH,0,1,0,2,962,1,4,652,262,2,260,3,0,0,27,34,0,6,0,3,6,170,5,0,6,0.398773006,0.011538462,0,0,0.103846154,0.130769231,0,0.023076923,0,0.011538462,0.023076923,0.653846154,0.019230769,0,0.023076923
3,1322,TOBAZNGRIH,0,1,0,2,962,2,3,643,338,2,336,2,0,0,20,53,0,5,0,4,4,235,3,3,7,0.522550544,0.005952381,0,0,0.05952381,0.157738095,0,0.014880952,0,0.011904762,0.011904762,0.699404762,0.008928571,0.008928571,0.020833333
3,1323,TOBAZNGRIH,0,1,0,2,962,3,4,566,235,5,230,2,0,1,21,19,1,7,0,5,4,168,1,0,1,0.406360424,0.008695652,0,0.004347826,0.091304348,0.082608696,0.004347826,0.030434783,0,0.02173913,0.017391304,0.730434783,0.004347826,0,0.004347826
3,1324,TOBAZNGRIH,0,1,0,2,962,4,3,560,209,4,205,1,0,0,16,23,0,1,1,6,6,146,0,1,4,0.366071429,0.004878049,0,0,0.07804878,0.112195122,0,0.004878049,0.004878049,0.029268293,0.029268293,0.712195122,0,0.004878049,0.019512195
3,1325,TOBAZNGRIH,0,1,0,2,962,5,4,617,262,5,257,2,0,0,11,31,1,23,0,13,4,167,1,1,3,0.416531605,0.007782101,0,0,0.042801556,0.120622568,0.003891051,0.089494163,0,0.050583658,0.015564202,0.649805447,0.003891051,0.003891051,0.011673152
3,1326,TOBAZNGRIH,0,1,0,2,962,6,3,564,247,3,244,2,0,0,25,32,0,5,0,13,1,156,1,3,6,0.432624113,0.008196721,0,0,0.102459016,0.131147541,0,0.020491803,0,0.053278689,0.004098361,0.639344262,0.004098361,0.012295082,0.024590164
3,1327,TOBAZNGRIH,0,1,0,2,962,7,4,545,287,1,286,3,0,0,13,43,0,8,0,5,4,202,0,0,8,0.524770642,0.01048951,0,0,0.045454545,0.15034965,0,0.027972028,0,0.017482517,0.013986014,0.706293706,0,0,0.027972028
3,1328,TOBAZNGRIH,0,1,0,2,962,8,4,646,266,1,265,2,0,0,20,19,0,6,0,9,3,196,0,2,8,0.410216718,0.00754717,0,0,0.075471698,0.071698113,0,0.022641509,0,0.033962264,0.011320755,0.739622642,0,0.00754717,0.030188679
5,1723,XBLI  AOM ALGNM,0,1,0,2,913,1,1,623,269,0,269,5,0,0,36,31,0,2,4,2,2,180,4,1,2,0.431781701,0.018587361,0,0,0.133828996,0.115241636,0,0.007434944,0.014869888,0.007434944,0.007434944,0.669144981,0.014869888,0.003717472,0.007434944
5,1724,XBLI  AOM ALGNM,0,1,0,2,913,2,2,596,301,1,300,10,0,0,34,28,0,4,0,3,1,213,2,2,3,0.503355705,0.033333333,0,0,0.113333333,0.093333333,0,0.013333333,0,0.01,0.003333333,0.71,0.006666667,0.006666667,0.01
5,1725,XBLI  AOM ALGNM,0,1,0,2,913,3,2,694,347,9,338,6,0,0,38,27,0,3,0,5,2,250,2,3,2,0.4870317,0.017751479,0,0,0.112426036,0.079881657,0,0.00887574,0,0.014792899,0.00591716,0.73964497,0.00591716,0.00887574,0.00591716
5,1726,XBLI  AOM ALGNM,0,1,0,2,913,4,1,659,331,3,328,11,0,2,34,36,0,8,0,4,6,218,4,2,3,0.497723824,0.033536585,0,0.006097561,0.103658537,0.109756098,0,0.024390244,0,0.012195122,0.018292683,0.664634146,0.012195122,0.006097561,0.009146341
5,1727,XBLI  AOM ALGNM,0,1,0,2,913,5,3,673,379,4,375,8,0,0,42,81,0,1,1,7,1,228,0,1,5,0.557206538,0.021333333,0,0,0.112,0.216,0,0.002666667,0.002666667,0.018666667,0.002666667,0.608,0,0.002666667,0.013333333
5,1728,XBLI  AOM ALGNM,0,1,0,2,913,6,3,653,351,0,351,1,0,0,33,63,1,2,0,7,5,235,0,2,2,0.537519142,0.002849003,0,0,0.094017094,0.179487179,0.002849003,0.005698006,0,0.01994302,0.014245014,0.66951567,0,0.005698006,0.005698006
5,1729,XBLI  AOM ALGNM,0,1,0,2,913,8,2,650,298,1,297,12,0,1,33,27,2,6,1,5,4,200,2,1,3,0.456923077,0.04040404,0,0.003367003,0.111111111,0.090909091,0.006734007,0.02020202,0.003367003,0.016835017,0.013468013,0.673400673,0.006734007,0.003367003,0.01010101
5,1857,XDH ALIHO,1,0,1,2,304,1,1,650,398,2,396,13,66,4,0,0,146,48,4,79,1,0,30,0,5,0.609230769,0.032828283,0.166666667,0.01010101,0,0,0.368686869,0.121212121,0.01010101,0.199494949,0.002525253,0,0.075757576,0,0.012626263
6,2516,XIIJ DNON,0,1,0,2,658,1,1,661,384,2,382,0,0,0,122,142,0,0,0,1,7,100,2,1,7,0.577912254,0,0,0,0.319371728,0.371727749,0,0,0,0.002617801,0.018324607,0.261780105,0.005235602,0.002617801,0.018324607
6,2517,XIIJ DNON,0,1,0,2,658,3.1,2,491,256,3,253,0,0,0,77,62,0,0,1,2,5,99,0,1,6,0.515274949,0,0,0,0.304347826,0.245059289,0,0,0.003952569,0.007905138,0.019762846,0.391304348,0,0.003952569,0.023715415
6,2518,XIIJ DNON,0,1,0,2,658,3.2,2,491,274,7,267,0,0,0,64,89,0,0,0,1,15,93,3,0,2,0.543788187,0,0,0,0.239700375,0.333333333,0,0,0,0.003745318,0.056179775,0.348314607,0.011235955,0,0.007490637
6,2519,XIIJ DNON,0,1,0,2,658,3.3,3,491,277,2,275,1,0,0,129,63,1,0,2,0,6,71,0,0,2,0.560081466,0.003636364,0,0,0.469090909,0.229090909,0.003636364,0,0.007272727,0,0.021818182,0.258181818,0,0,0.007272727
18,10284,XOMRIH,1,0,0,2,1265,1,1,354,277,0,277,0,2,0,0,0,245,2,0,17,0,0,3,8,0,0.782485876,0,0.007220217,0,0,0,0.884476534,0.007220217,0,0.061371841,0,0,0.010830325,0.028880866,0
8,3351,ABTIN,0,1,0,1,652,1,1,602,255,5,250,1,0,0,11,70,1,2,18,4,1,137,2,2,1,0.415282392,0.004,0,0,0.044,0.28,0.004,0.008,0.072,0.016,0.004,0.548,0.008,0.008,0.004
8,3352,ABTIN,0,1,0,1,652,2,1,629,237,3,234,0,0,0,25,77,0,0,1,5,0,126,0,0,0,0.372019078,0,0,0,0.106837607,0.329059829,0,0,0.004273504,0.021367521,0,0.538461538,0,0,0
8,3353,ABTIN,0,1,0,1,652,3.1,2,352,190,0,190,0,0,0,22,21,0,2,0,2,0,138,4,1,0,0.539772727,0,0,0,0.115789474,0.110526316,0,0.010526316,0,0.010526316,0,0.726315789,0.021052632,0.005263158,0
8,3354,ABTIN,0,1,0,1,652,3.2,2,352,193,0,193,0,0,0,16,27,1,4,0,3,0,134,6,0,2,0.548295455,0,0,0,0.082901554,0.139896373,0.005181347,0.020725389,0,0.015544041,0,0.694300518,0.031088083,0,0.010362694
11,4945,ALED,1,0,0,1,1309,1,3,570,460,3,457,0,1,72,0,0,81,2,0,23,0,0,0,277,1,0.801754386,0,0.002188184,0.157549234,0,0,0.177242888,0.004376368,0,0.050328228,0,0,0,0.606126915,0.002188184
11,4946,ALED,1,0,0,1,1309,3,23,593,502,2,500,1,0,95,0,0,40,1,0,7,1,0,0,353,2,0.84317032,0.002,0,0.19,0,0,0.08,0.002,0,0.014,0.002,0,0,0.706,0.004
11,4947,ALED,1,0,0,1,1309,5.1,8,422,370,1,369,0,2,112,0,0,32,3,0,13,0,0,0,207,0,0.874407583,0,0.005420054,0.303523035,0,0,0.086720867,0.008130081,0,0.035230352,0,0,0,0.56097561,0
11,4948,ALED,1,0,0,1,1309,5.2,8,422,350,0,350,0,0,116,0,0,63,0,0,11,0,0,0,158,2,0.829383886,0,0,0.331428571,0,0,0.18,0,0,0.031428571,0,0,0,0.451428571,0.005714286
11,4949,ALED,1,0,0,1,1309,6,12,578,502,1,501,0,0,175,0,0,107,1,0,31,0,0,0,187,0,0.866782007,0,0,0.349301397,0,0,0.213572854,0.001996008,0,0.061876248,0,0,0,0.373253493,0
11,4950,ALED,1,0,0,1,1309,8,3,569,458,4,454,1,0,27,0,0,60,0,0,20,0,0,1,344,1,0.797891037,0.002202643,0,0.059471366,0,0,0.13215859,0,0,0.044052863,0,0,0.002202643,0.757709251,0.002202643
11,4957,ALED,1,0,0,1,1309,11.1,18,589,495,3,492,0,2,44,0,0,84,3,0,23,0,0,1,333,2,0.835314092,0,0.004065041,0.089430894,0,0,0.170731707,0.006097561,0,0.046747967,0,0,0.00203252,0.676829268,0.004065041
11,4958,ALED,1,0,0,1,1309,11.2,18,589,462,0,462,0,2,71,0,0,69,0,0,33,1,0,1,283,2,0.784380306,0,0.004329004,0.153679654,0,0,0.149350649,0,0,0.071428571,0.002164502,0,0.002164502,0.612554113,0.004329004
11,4959,ALED,1,0,0,1,1309,11.3,18,589,477,1,476,0,2,44,0,0,74,0,0,17,0,0,1,336,2,0.808149406,0,0.004201681,0.092436975,0,0,0.155462185,0,0,0.035714286,0,0,0.00210084,0.705882353,0.004201681
11,4960,ALED,1,0,0,1,1309,11.4,18,588,486,3,483,0,1,80,0,0,79,1,0,20,1,0,0,301,0,0.821428571,0,0.002070393,0.16563147,0,0,0.163561077,0.002070393,0,0.041407867,0.002070393,0,0,0.623188406,0
11,4961,ALED,1,0,0,1,1309,15,12,699,615,7,608,0,0,292,0,0,37,1,0,15,0,0,0,262,1,0.86981402,0,0,0.480263158,0,0,0.060855263,0.001644737,0,0.024671053,0,0,0,0.430921053,0.001644737
11,4962,ALED,1,0,0,1,1309,16,12,653,550,3,547,0,1,413,0,0,15,0,0,4,0,0,0,113,1,0.837672282,0,0.001828154,0.755027422,0,0,0.027422303,0,0,0.007312614,0,0,0,0.206581353,0.001828154
11,4963,ALED,1,0,0,1,1309,19,23,666,564,1,563,2,3,159,0,0,67,1,3,32,0,0,3,290,3,0.845345345,0.003552398,0.005328597,0.282415631,0,0,0.119005329,0.001776199,0.005328597,0.056838366,0,0,0.005328597,0.515097691,0.005328597
11,4964,ALED,1,0,0,1,1309,21.1,24,513,449,1,448,0,0,124,0,0,54,0,0,18,0,0,0,251,1,0.873294347,0,0,0.276785714,0,0,0.120535714,0,0,0.040178571,0,0,0,0.560267857,0.002232143
11,4965,ALED,1,0,0,1,1309,21.2,24,513,436,1,435,0,3,125,0,0,39,1,2,11,0,0,1,252,1,0.847953216,0,0.006896552,0.287356322,0,0,0.089655172,0.002298851,0.004597701,0.025287356,0,0,0.002298851,0.579310345,0.002298851
11,4966,ALED,1,0,0,1,1309,21.3,24,513,455,3,452,0,1,164,0,0,33,0,0,12,0,0,1,240,1,0.881091618,0,0.002212389,0.362831858,0,0,0.07300885,0,0,0.026548673,0,0,0.002212389,0.530973451,0.002212389
11,4967,ALED,1,0,0,1,1309,24,12,583,488,3,485,0,0,129,0,0,37,0,0,16,1,0,1,301,0,0.831903945,0,0,0.265979381,0,0,0.07628866,0,0,0.032989691,0.002061856,0,0.002061856,0.620618557,0
11,4968,ALED,1,0,0,1,1309,25.1,5,668,569,2,567,0,0,250,0,0,62,0,1,21,0,0,0,233,0,0.848802395,0,0,0.440917108,0,0,0.109347443,0,0.001763668,0.037037037,0,0,0,0.410934744,0
